instanceId;projectId;testScenarioId;dueScenarioId;voltScenarioId;dueDateDays;needsVolt;GasAmount;Pulldown;EE_32;EE_25;EE_16;Perf_25;Perf_43;Perf_38;Perf_32;Perf_16;Perf_10;FreezingC;TemperatureRise;CU_10;CU_25;CU_32
5_2_2;P19;5;2;2;44;0;1;1;0;1;0;1;1;0;0;0;1;0;0;1;1;1
5_2_2;P20;5;2;2;45;1;1;1;1;0;1;1;1;0;1;1;0;0;0;1;1;1
5_2_2;P21;5;2;2;46;0;1;1;0;1;0;1;1;0;0;0;1;1;1;1;1;1
5_2_2;P22;5;2;2;46;1;1;1;0;1;0;1;0;1;0;0;1;1;1;1;1;1
5_2_2;P23;5;2;2;47;1;1;1;0;1;0;1;1;0;1;0;1;0;0;1;1;1
5_2_2;P24;5;2;2;48;0;1;1;1;0;1;1;0;1;1;1;0;0;0;1;1;1
5_2_2;P25;5;2;2;49;1;1;1;1;0;1;1;1;0;0;0;1;0;0;1;1;1
5_2_2;P26;5;2;2;50;0;1;1;0;1;0;1;1;0;0;0;1;1;1;1;1;1
5_2_2;P27;5;2;2;50;1;1;1;1;0;1;1;0;1;1;0;1;0;0;1;1;1
5_2_2;P28;5;2;2;51;0;1;1;1;0;1;1;0;1;1;0;1;0;0;1;1;1
5_2_2;P29;5;2;2;52;0;1;1;1;0;1;1;1;0;0;0;1;0;0;1;1;1
5_2_2;P30;5;2;2;53;0;1;1;0;1;0;1;1;0;0;0;1;1;1;1;1;1
5_2_2;P31;5;2;2;53;1;1;1;1;0;1;1;0;1;0;0;1;0;0;1;1;1
5_2_2;P32;5;2;2;54;0;1;1;0;1;0;1;1;0;1;1;0;0;0;1;1;1
5_2_2;P33;5;2;2;55;0;1;1;0;1;0;1;0;1;0;0;1;0;0;1;1;1
5_2_2;P34;5;2;2;56;0;1;1;0;1;0;1;1;0;1;1;0;1;1;1;1;1
5_2_2;P35;5;2;2;56;0;1;1;0;1;0;1;1;0;1;0;1;0;0;1;1;1
5_2_2;P36;5;2;2;57;0;1;1;0;1;0;1;1;0;0;0;1;0;0;1;1;1
5_2_2;P37;5;2;2;58;0;1;1;1;0;1;1;0;1;1;1;0;0;0;1;1;1
5_2_2;P38;5;2;2;59;0;1;1;0;1;0;1;1;0;0;0;1;1;1;1;1;1
5_2_2;P39;5;2;2;60;0;1;1;1;0;1;1;1;0;1;0;1;0;0;1;1;1
5_2_2;P40;5;2;2;60;0;1;1;0;1;0;1;1;0;0;1;0;0;0;1;1;1
5_2_2;P41;5;2;2;61;0;1;1;0;1;0;1;1;0;1;1;0;0;0;1;1;1
5_2_2;P42;5;2;2;62;0;1;1;1;0;1;1;0;1;0;1;0;0;0;1;1;1
5_2_2;P43;5;2;2;63;1;1;1;0;1;0;1;0;1;0;0;1;0;0;1;1;1
5_2_2;P44;5;2;2;63;1;1;1;1;0;1;1;1;0;1;1;0;0;0;1;1;1
5_2_2;P45;5;2;2;64;0;1;1;0;1;0;1;1;0;0;1;0;0;0;1;1;1
5_2_2;P46;5;2;2;65;0;1;1;0;1;0;1;1;0;1;1;0;0;0;1;1;1
5_2_2;P47;5;2;2;66;0;1;1;0;1;0;1;0;1;1;0;1;0;0;1;1;1
5_2_2;P48;5;2;2;66;1;1;1;1;0;1;1;0;1;1;1;0;0;0;1;1;1
5_2_2;P49;5;2;2;67;0;1;1;0;1;0;1;1;0;0;0;1;0;0;1;1;1
5_2_2;P50;5;2;2;69;0;1;1;1;0;1;1;1;0;0;1;0;0;0;1;1;1
5_2_3;P1;5;2;3;30;0;1;1;0;1;0;1;1;0;1;0;1;0;0;1;1;1
5_2_3;P2;5;2;3;31;1;1;1;0;1;0;1;0;1;1;0;1;0;0;1;1;1
5_2_3;P3;5;2;3;32;1;1;1;0;1;0;1;0;1;1;0;1;0;0;1;1;1
5_2_3;P4;5;2;3;33;0;1;1;0;1;0;1;0;1;0;1;0;0;0;1;1;1
5_2_3;P5;5;2;3;33;0;1;1;0;1;0;1;0;1;1;0;1;0;0;1;1;1
5_2_3;P6;5;2;3;34;1;1;1;1;0;1;1;0;1;1;1;0;0;0;1;1;1
5_2_3;P7;5;2;3;35;1;1;1;0;1;0;1;0;1;0;0;1;0;0;1;1;1
5_2_3;P8;5;2;3;36;0;1;1;0;1;0;1;0;1;0;0;1;0;0;1;1;1
5_2_3;P9;5;2;3;36;0;1;1;1;0;1;1;1;0;1;1;0;0;0;1;1;1
5_2_3;P10;5;2;3;37;0;1;1;1;0;1;1;1;0;1;1;0;1;1;1;1;1
5_2_3;P11;5;2;3;38;1;1;1;1;0;1;1;0;1;1;0;1;0;0;1;1;1
5_2_3;P12;5;2;3;39;1;1;1;1;0;1;1;1;0;1;0;1;0;0;1;1;1
5_2_3;P13;5;2;3;40;1;1;1;1;0;1;1;1;0;1;1;0;0;0;1;1;1
5_2_3;P14;5;2;3;40;1;1;1;1;0;1;1;0;1;1;1;0;0;0;1;1;1
5_2_3;P15;5;2;3;41;0;1;1;1;0;1;1;1;0;0;1;0;0;0;1;1;1
5_2_3;P16;5;2;3;42;1;1;1;0;1;0;1;1;0;0;1;0;0;0;1;1;1
5_2_3;P17;5;2;3;43;0;1;1;1;0;1;1;0;1;0;1;0;0;0;1;1;1
5_2_3;P18;5;2;3;43;1;1;1;1;0;1;1;0;1;1;1;0;0;0;1;1;1
5_2_3;P19;5;2;3;44;0;1;1;0;1;0;1;1;0;0;0;1;0;0;1;1;1
5_2_3;P20;5;2;3;45;0;1;1;1;0;1;1;1;0;1;1;0;0;0;1;1;1
5_2_3;P21;5;2;3;46;0;1;1;0;1;0;1;1;0;0;0;1;1;1;1;1;1
5_2_3;P22;5;2;3;46;0;1;1;0;1;0;1;0;1;0;0;1;1;1;1;1;1
5_2_3;P23;5;2;3;47;0;1;1;0;1;0;1;1;0;1;0;1;0;0;1;1;1
5_2_3;P24;5;2;3;48;0;1;1;1;0;1;1;0;1;1;1;0;0;0;1;1;1
5_2_3;P25;5;2;3;49;1;1;1;1;0;1;1;1;0;0;0;1;0;0;1;1;1
5_2_3;P26;5;2;3;50;1;1;1;0;1;0;1;1;0;0;0;1;1;1;1;1;1
5_2_3;P27;5;2;3;50;0;1;1;1;0;1;1;0;1;1;0;1;0;0;1;1;1
5_2_3;P28;5;2;3;51;1;1;1;1;0;1;1;0;1;1;0;1;0;0;1;1;1
5_2_3;P29;5;2;3;52;0;1;1;1;0;1;1;1;0;0;0;1;0;0;1;1;1
5_2_3;P30;5;2;3;53;0;1;1;0;1;0;1;1;0;0;0;1;1;1;1;1;1
5_2_3;P31;5;2;3;53;1;1;1;1;0;1;1;0;1;0;0;1;0;0;1;1;1
5_2_3;P32;5;2;3;54;0;1;1;0;1;0;1;1;0;1;1;0;0;0;1;1;1
5_2_3;P33;5;2;3;55;1;1;1;0;1;0;1;0;1;0;0;1;0;0;1;1;1
5_2_3;P34;5;2;3;56;0;1;1;0;1;0;1;1;0;1;1;0;1;1;1;1;1
5_2_3;P35;5;2;3;56;1;1;1;0;1;0;1;1;0;1;0;1;0;0;1;1;1
5_2_3;P36;5;2;3;57;1;1;1;0;1;0;1;1;0;0;0;1;0;0;1;1;1
5_2_3;P37;5;2;3;58;0;1;1;1;0;1;1;0;1;1;1;0;0;0;1;1;1
5_2_3;P38;5;2;3;59;1;1;1;0;1;0;1;1;0;0;0;1;1;1;1;1;1
5_2_3;P39;5;2;3;60;0;1;1;1;0;1;1;1;0;1;0;1;0;0;1;1;1
5_2_3;P40;5;2;3;60;0;1;1;0;1;0;1;1;0;0;1;0;0;0;1;1;1
5_2_3;P41;5;2;3;61;0;1;1;0;1;0;1;1;0;1;1;0;0;0;1;1;1
5_2_3;P42;5;2;3;62;0;1;1;1;0;1;1;0;1;0;1;0;0;0;1;1;1
5_2_3;P43;5;2;3;63;0;1;1;0;1;0;1;0;1;0;0;1;0;0;1;1;1
5_2_3;P44;5;2;3;63;0;1;1;1;0;1;1;1;0;1;1;0;0;0;1;1;1
5_2_3;P45;5;2;3;64;0;1;1;0;1;0;1;1;0;0;1;0;0;0;1;1;1
5_2_3;P46;5;2;3;65;1;1;1;0;1;0;1;1;0;1;1;0;0;0;1;1;1
5_2_3;P47;5;2;3;66;0;1;1;0;1;0;1;0;1;1;0;1;0;0;1;1;1
5_2_3;P48;5;2;3;66;1;1;1;1;0;1;1;0;1;1;1;0;0;0;1;1;1
5_2_3;P49;5;2;3;67;1;1;1;0;1;0;1;1;0;0;0;1;0;0;1;1;1
5_2_3;P50;5;2;3;69;1;1;1;1;0;1;1;1;0;0;1;0;0;0;1;1;1
6_2_1;P1;6;2;1;30;0;1;1;0;1;0;1;0;1;0;0;1;0;0;1;1;1
6_2_1;P2;6;2;1;31;0;1;1;0;1;0;1;1;0;1;0;1;0;0;1;1;1
6_2_1;P3;6;2;1;32;0;1;1;1;0;1;1;1;0;1;0;1;1;1;1;1;1
6_2_1;P4;6;2;1;33;0;1;1;1;0;1;1;0;1;1;1;0;0;0;1;1;1
6_2_1;P5;6;2;1;33;0;1;1;1;0;1;1;0;1;1;1;0;1;1;1;1;1
6_2_1;P6;6;2;1;34;1;1;1;0;1;0;1;1;0;1;0;1;0;0;1;1;1
6_2_1;P7;6;2;1;35;0;1;1;1;0;1;1;1;0;1;0;1;0;0;1;1;1
6_2_1;P8;6;2;1;36;0;1;1;0;1;0;1;0;1;0;1;0;0;0;1;1;1
6_2_1;P9;6;2;1;36;0;1;1;1;0;1;1;1;0;0;1;0;0;0;1;1;1
6_2_1;P10;6;2;1;37;0;1;1;0;1;0;1;0;1;1;1;0;0;0;1;1;1
6_2_1;P11;6;2;1;38;0;1;1;0;1;0;1;1;0;0;0;1;0;0;1;1;1
6_2_1;P12;6;2;1;39;0;1;1;1;0;1;1;0;1;0;0;1;0;0;1;1;1
6_2_1;P13;6;2;1;40;0;1;1;1;0;1;1;0;1;0;1;0;0;0;1;1;1
6_2_1;P14;6;2;1;40;1;1;1;0;1;0;1;0;1;0;0;1;0;0;1;1;1
6_2_1;P15;6;2;1;41;1;1;1;1;0;1;1;0;1;1;0;1;0;0;1;1;1
6_2_1;P16;6;2;1;42;0;1;1;1;0;1;1;0;1;1;0;1;1;1;1;1;1
6_2_1;P17;6;2;1;43;0;1;1;1;0;1;1;0;1;0;0;1;0;0;1;1;1
6_2_1;P18;6;2;1;43;0;1;1;1;0;1;1;1;0;0;1;0;0;0;1;1;1
6_2_1;P19;6;2;1;44;1;1;1;0;1;0;1;0;1;1;0;1;0;0;1;1;1
6_2_1;P20;6;2;1;45;1;1;1;1;0;1;1;1;0;0;1;0;0;0;1;1;1
6_2_1;P21;6;2;1;46;0;1;1;1;0;1;1;0;1;0;1;0;0;0;1;1;1
6_2_1;P22;6;2;1;46;0;1;1;1;0;1;1;0;1;0;0;1;0;0;1;1;1
6_2_1;P23;6;2;1;47;0;1;1;0;1;0;1;0;1;1;0;1;1;1;1;1;1
6_2_1;P24;6;2;1;48;0;1;1;0;1;0;1;1;0;0;1;0;0;0;1;1;1
6_2_1;P25;6;2;1;49;0;1;1;1;0;1;1;0;1;0;0;1;0;0;1;1;1
6_2_1;P26;6;2;1;50;0;1;1;0;1;0;1;0;1;1;1;0;1;1;1;1;1
6_2_1;P27;6;2;1;50;0;1;1;1;0;1;1;0;1;0;1;0;0;0;1;1;1
6_2_1;P28;6;2;1;51;0;1;1;0;1;0;1;0;1;1;1;0;0;0;1;1;1
6_2_1;P29;6;2;1;52;1;1;1;1;0;1;1;0;1;1;0;1;0;0;1;1;1
6_2_1;P30;6;2;1;53;0;1;1;0;1;0;1;0;1;1;0;1;1;1;1;1;1
6_2_1;P31;6;2;1;53;1;1;1;0;1;0;1;0;1;0;1;0;0;0;1;1;1
6_2_1;P32;6;2;1;54;0;1;1;0;1;0;1;1;0;1;0;1;0;0;1;1;1
6_2_1;P33;6;2;1;55;1;1;1;1;0;1;1;1;0;1;0;1;0;0;1;1;1
6_2_1;P34;6;2;1;56;0;1;1;1;0;1;1;0;1;1;0;1;0;0;1;1;1
6_2_1;P35;6;2;1;56;1;1;1;0;1;0;1;0;1;0;1;0;0;0;1;1;1
6_2_1;P36;6;2;1;57;0;1;1;0;1;0;1;1;0;0;1;0;0;0;1;1;1
6_2_1;P37;6;2;1;58;0;1;1;1;0;1;1;0;1;0;0;1;1;1;1;1;1
6_2_1;P38;6;2;1;59;0;1;1;0;1;0;1;1;0;1;0;1;0;0;1;1;1
6_2_1;P39;6;2;1;60;0;1;1;1;0;1;1;0;1;1;0;1;0;0;1;1;1
6_2_1;P40;6;2;1;60;0;1;1;1;0;1;1;1;0;1;0;1;0;0;1;1;1
6_2_1;P41;6;2;1;61;0;1;1;1;0;1;1;1;0;0;1;0;0;0;1;1;1
6_2_1;P42;6;2;1;62;0;1;1;1;0;1;1;0;1;0;1;0;1;1;1;1;1
6_2_1;P43;6;2;1;63;0;1;1;1;0;1;1;1;0;0;1;0;0;0;1;1;1
6_2_1;P44;6;2;1;63;0;1;1;1;0;1;1;0;1;0;1;0;1;1;1;1;1
6_2_1;P45;6;2;1;64;1;1;1;0;1;0;1;1;0;0;0;1;1;1;1;1;1
6_2_1;P46;6;2;1;65;0;1;1;0;1;0;1;0;1;1;1;0;0;0;1;1;1
6_2_1;P47;6;2;1;66;0;1;1;0;1;0;1;0;1;1;0;1;0;0;1;1;1
6_2_1;P48;6;2;1;66;0;1;1;0;1;0;1;0;1;0;1;0;0;0;1;1;1
6_2_1;P49;6;2;1;67;0;1;1;1;0;1;1;1;0;0;1;0;0;0;1;1;1
6_2_1;P50;6;2;1;69;0;1;1;1;0;1;1;1;0;0;1;0;0;0;1;1;1
6_2_2;P1;6;2;2;30;1;1;1;0;1;0;1;0;1;0;0;1;0;0;1;1;1
6_2_2;P2;6;2;2;31;1;1;1;0;1;0;1;1;0;1;0;1;0;0;1;1;1
6_2_2;P3;6;2;2;32;0;1;1;1;0;1;1;1;0;1;0;1;1;1;1;1;1
6_2_2;P4;6;2;2;33;0;1;1;1;0;1;1;0;1;1;1;0;0;0;1;1;1
6_2_2;P5;6;2;2;33;0;1;1;1;0;1;1;0;1;1;1;0;1;1;1;1;1
6_2_2;P6;6;2;2;34;1;1;1;0;1;0;1;1;0;1;0;1;0;0;1;1;1
6_2_2;P7;6;2;2;35;0;1;1;1;0;1;1;1;0;1;0;1;0;0;1;1;1
6_2_2;P8;6;2;2;36;1;1;1;0;1;0;1;0;1;0;1;0;0;0;1;1;1
6_2_2;P9;6;2;2;36;0;1;1;1;0;1;1;1;0;0;1;0;0;0;1;1;1
6_2_2;P10;6;2;2;37;0;1;1;0;1;0;1;0;1;1;1;0;0;0;1;1;1
6_2_2;P11;6;2;2;38;0;1;1;0;1;0;1;1;0;0;0;1;0;0;1;1;1
6_2_2;P12;6;2;2;39;0;1;1;1;0;1;1;0;1;0;0;1;0;0;1;1;1
6_2_2;P13;6;2;2;40;0;1;1;1;0;1;1;0;1;0;1;0;0;0;1;1;1
6_2_2;P14;6;2;2;40;1;1;1;0;1;0;1;0;1;0;0;1;0;0;1;1;1
6_2_2;P15;6;2;2;41;0;1;1;1;0;1;1;0;1;1;0;1;0;0;1;1;1
6_2_2;P16;6;2;2;42;0;1;1;1;0;1;1;0;1;1;0;1;1;1;1;1;1
6_2_2;P17;6;2;2;43;0;1;1;1;0;1;1;0;1;0;0;1;0;0;1;1;1
6_2_2;P18;6;2;2;43;0;1;1;1;0;1;1;1;0;0;1;0;0;0;1;1;1
6_2_2;P19;6;2;2;44;0;1;1;0;1;0;1;0;1;1;0;1;0;0;1;1;1
6_2_2;P20;6;2;2;45;1;1;1;1;0;1;1;1;0;0;1;0;0;0;1;1;1
6_2_2;P21;6;2;2;46;0;1;1;1;0;1;1;0;1;0;1;0;0;0;1;1;1
6_2_2;P22;6;2;2;46;1;1;1;1;0;1;1;0;1;0;0;1;0;0;1;1;1
6_2_2;P23;6;2;2;47;1;1;1;0;1;0;1;0;1;1;0;1;1;1;1;1;1
6_2_2;P24;6;2;2;48;0;1;1;0;1;0;1;1;0;0;1;0;0;0;1;1;1
6_2_2;P25;6;2;2;49;1;1;1;1;0;1;1;0;1;0;0;1;0;0;1;1;1
6_2_2;P26;6;2;2;50;0;1;1;0;1;0;1;0;1;1;1;0;1;1;1;1;1
6_2_2;P27;6;2;2;50;1;1;1;1;0;1;1;0;1;0;1;0;0;0;1;1;1
6_2_2;P28;6;2;2;51;0;1;1;0;1;0;1;0;1;1;1;0;0;0;1;1;1
6_2_2;P29;6;2;2;52;0;1;1;1;0;1;1;0;1;1;0;1;0;0;1;1;1
6_2_2;P30;6;2;2;53;0;1;1;0;1;0;1;0;1;1;0;1;1;1;1;1;1
6_2_2;P31;6;2;2;53;1;1;1;0;1;0;1;0;1;0;1;0;0;0;1;1;1
6_2_2;P32;6;2;2;54;0;1;1;0;1;0;1;1;0;1;0;1;0;0;1;1;1
6_2_2;P33;6;2;2;55;0;1;1;1;0;1;1;1;0;1;0;1;0;0;1;1;1
6_2_2;P34;6;2;2;56;0;1;1;1;0;1;1;0;1;1;0;1;0;0;1;1;1
6_2_2;P35;6;2;2;56;0;1;1;0;1;0;1;0;1;0;1;0;0;0;1;1;1
6_2_2;P36;6;2;2;57;0;1;1;0;1;0;1;1;0;0;1;0;0;0;1;1;1
6_2_2;P37;6;2;2;58;0;1;1;1;0;1;1;0;1;0;0;1;1;1;1;1;1
6_2_2;P38;6;2;2;59;0;1;1;0;1;0;1;1;0;1;0;1;0;0;1;1;1
6_2_2;P39;6;2;2;60;0;1;1;1;0;1;1;0;1;1;0;1;0;0;1;1;1
6_2_2;P40;6;2;2;60;0;1;1;1;0;1;1;1;0;1;0;1;0;0;1;1;1
6_2_2;P41;6;2;2;61;0;1;1;1;0;1;1;1;0;0;1;0;0;0;1;1;1
6_2_2;P42;6;2;2;62;0;1;1;1;0;1;1;0;1;0;1;0;1;1;1;1;1
6_2_2;P43;6;2;2;63;1;1;1;1;0;1;1;1;0;0;1;0;0;0;1;1;1
6_2_2;P44;6;2;2;63;1;1;1;1;0;1;1;0;1;0;1;0;1;1;1;1;1
6_2_2;P45;6;2;2;64;0;1;1;0;1;0;1;1;0;0;0;1;1;1;1;1;1
6_2_2;P46;6;2;2;65;0;1;1;0;1;0;1;0;1;1;1;0;0;0;1;1;1
6_2_2;P47;6;2;2;66;0;1;1;0;1;0;1;0;1;1;0;1;0;0;1;1;1
6_2_2;P48;6;2;2;66;1;1;1;0;1;0;1;0;1;0;1;0;0;0;1;1;1
6_2_2;P49;6;2;2;67;0;1;1;1;0;1;1;1;0;0;1;0;0;0;1;1;1
6_2_2;P50;6;2;2;69;0;1;1;1;0;1;1;1;0;0;1;0;0;0;1;1;1
6_2_3;P1;6;2;3;30;0;1;1;0;1;0;1;0;1;0;0;1;0;0;1;1;1
6_2_3;P2;6;2;3;31;1;1;1;0;1;0;1;1;0;1;0;1;0;0;1;1;1
6_2_3;P3;6;2;3;32;1;1;1;1;0;1;1;1;0;1;0;1;1;1;1;1;1
6_2_3;P4;6;2;3;33;0;1;1;1;0;1;1;0;1;1;1;0;0;0;1;1;1
6_2_3;P5;6;2;3;33;0;1;1;1;0;1;1;0;1;1;1;0;1;1;1;1;1
6_2_3;P6;6;2;3;34;1;1;1;0;1;0;1;1;0;1;0;1;0;0;1;1;1
6_2_3;P7;6;2;3;35;1;1;1;1;0;1;1;1;0;1;0;1;0;0;1;1;1
6_2_3;P8;6;2;3;36;0;1;1;0;1;0;1;0;1;0;1;0;0;0;1;1;1
6_2_3;P9;6;2;3;36;0;1;1;1;0;1;1;1;0;0;1;0;0;0;1;1;1
6_2_3;P10;6;2;3;37;0;1;1;0;1;0;1;0;1;1;1;0;0;0;1;1;1
6_2_3;P11;6;2;3;38;1;1;1;0;1;0;1;1;0;0;0;1;0;0;1;1;1
6_2_3;P12;6;2;3;39;1;1;1;1;0;1;1;0;1;0;0;1;0;0;1;1;1
6_2_3;P13;6;2;3;40;1;1;1;1;0;1;1;0;1;0;1;0;0;0;1;1;1
6_2_3;P14;6;2;3;40;1;1;1;0;1;0;1;0;1;0;0;1;0;0;1;1;1
6_2_3;P15;6;2;3;41;0;1;1;1;0;1;1;0;1;1;0;1;0;0;1;1;1
6_2_3;P16;6;2;3;42;1;1;1;1;0;1;1;0;1;1;0;1;1;1;1;1;1
6_2_3;P17;6;2;3;43;0;1;1;1;0;1;1;0;1;0;0;1;0;0;1;1;1
6_2_3;P18;6;2;3;43;1;1;1;1;0;1;1;1;0;0;1;0;0;0;1;1;1
6_2_3;P19;6;2;3;44;0;1;1;0;1;0;1;0;1;1;0;1;0;0;1;1;1
6_2_3;P20;6;2;3;45;0;1;1;1;0;1;1;1;0;0;1;0;0;0;1;1;1
6_2_3;P21;6;2;3;46;0;1;1;1;0;1;1;0;1;0;1;0;0;0;1;1;1
6_2_3;P22;6;2;3;46;0;1;1;1;0;1;1;0;1;0;0;1;0;0;1;1;1
6_2_3;P23;6;2;3;47;0;1;1;0;1;0;1;0;1;1;0;1;1;1;1;1;1
6_2_3;P24;6;2;3;48;0;1;1;0;1;0;1;1;0;0;1;0;0;0;1;1;1
6_2_3;P25;6;2;3;49;1;1;1;1;0;1;1;0;1;0;0;1;0;0;1;1;1
6_2_3;P26;6;2;3;50;1;1;1;0;1;0;1;0;1;1;1;0;1;1;1;1;1
6_2_3;P27;6;2;3;50;0;1;1;1;0;1;1;0;1;0;1;0;0;0;1;1;1
6_2_3;P28;6;2;3;51;1;1;1;0;1;0;1;0;1;1;1;0;0;0;1;1;1
6_2_3;P29;6;2;3;52;0;1;1;1;0;1;1;0;1;1;0;1;0;0;1;1;1
6_2_3;P30;6;2;3;53;0;1;1;0;1;0;1;0;1;1;0;1;1;1;1;1;1
6_2_3;P31;6;2;3;53;1;1;1;0;1;0;1;0;1;0;1;0;0;0;1;1;1
6_2_3;P32;6;2;3;54;0;1;1;0;1;0;1;1;0;1;0;1;0;0;1;1;1
6_2_3;P33;6;2;3;55;1;1;1;1;0;1;1;1;0;1;0;1;0;0;1;1;1
6_2_3;P34;6;2;3;56;0;1;1;1;0;1;1;0;1;1;0;1;0;0;1;1;1
6_2_3;P35;6;2;3;56;1;1;1;0;1;0;1;0;1;0;1;0;0;0;1;1;1
6_2_3;P36;6;2;3;57;1;1;1;0;1;0;1;1;0;0;1;0;0;0;1;1;1
6_2_3;P37;6;2;3;58;0;1;1;1;0;1;1;0;1;0;0;1;1;1;1;1;1
6_2_3;P38;6;2;3;59;1;1;1;0;1;0;1;1;0;1;0;1;0;0;1;1;1
6_2_3;P39;6;2;3;60;0;1;1;1;0;1;1;0;1;1;0;1;0;0;1;1;1
6_2_3;P40;6;2;3;60;0;1;1;1;0;1;1;1;0;1;0;1;0;0;1;1;1
6_2_3;P41;6;2;3;61;0;1;1;1;0;1;1;1;0;0;1;0;0;0;1;1;1
6_2_3;P42;6;2;3;62;0;1;1;1;0;1;1;0;1;0;1;0;1;1;1;1;1
6_2_3;P43;6;2;3;63;0;1;1;1;0;1;1;1;0;0;1;0;0;0;1;1;1
6_2_3;P44;6;2;3;63;0;1;1;1;0;1;1;0;1;0;1;0;1;1;1;1;1
6_2_3;P45;6;2;3;64;0;1;1;0;1;0;1;1;0;0;0;1;1;1;1;1;1
6_2_3;P46;6;2;3;65;1;1;1;0;1;0;1;0;1;1;1;0;0;0;1;1;1
6_2_3;P47;6;2;3;66;0;1;1;0;1;0;1;0;1;1;0;1;0;0;1;1;1
6_2_3;P48;6;2;3;66;1;1;1;0;1;0;1;0;1;0;1;0;0;0;1;1;1
6_2_3;P49;6;2;3;67;1;1;1;1;0;1;1;1;0;0;1;0;0;0;1;1;1
6_2_3;P50;6;2;3;69;1;1;1;1;0;1;1;1;0;0;1;0;0;0;1;1;1
7_2_1;P1;7;2;1;30;0;1;1;1;0;1;1;1;0;1;1;0;0;0;1;1;1
7_2_1;P2;7;2;1;31;0;1;1;0;1;0;1;0;1;1;0;1;1;1;1;1;1
7_2_1;P3;7;2;1;32;0;1;1;1;0;1;1;1;0;1;0;1;0;0;1;1;1
7_2_1;P4;7;2;1;33;0;1;1;0;1;0;1;0;1;1;0;1;0;0;1;1;1
7_2_1;P5;7;2;1;33;0;1;1;0;1;0;1;0;1;1;1;0;0;0;1;1;1
7_2_1;P6;7;2;1;34;1;1;1;1;0;1;1;0;1;0;0;1;0;0;1;1;1
7_2_1;P7;7;2;1;35;0;1;1;1;0;1;1;0;1;1;1;0;0;0;1;1;1
7_2_1;P8;7;2;1;36;0;1;1;0;1;0;1;1;0;1;0;1;0;0;1;1;1
7_2_1;P9;7;2;1;36;0;1;1;1;0;1;1;1;0;0;0;1;0;0;1;1;1
7_2_1;P10;7;2;1;37;0;1;1;1;0;1;1;0;1;1;0;1;0;0;1;1;1
7_2_1;P11;7;2;1;38;0;1;1;0;1;0;1;1;0;1;1;0;0;0;1;1;1
7_2_1;P12;7;2;1;39;0;1;1;1;0;1;1;0;1;1;1;0;0;0;1;1;1
7_2_1;P13;7;2;1;40;0;1;1;1;0;1;1;0;1;1;0;1;1;1;1;1;1
7_2_1;P14;7;2;1;40;1;1;1;0;1;0;1;1;0;0;0;1;0;0;1;1;1
7_2_1;P15;7;2;1;41;1;1;1;1;0;1;1;1;0;0;0;1;0;0;1;1;1
7_2_1;P16;7;2;1;42;0;1;1;1;0;1;1;1;0;0;1;0;0;0;1;1;1
7_2_1;P17;7;2;1;43;0;1;1;0;1;0;1;0;1;0;0;1;0;0;1;1;1
7_2_1;P18;7;2;1;43;0;1;1;0;1;0;1;1;0;0;1;0;0;0;1;1;1
7_2_1;P19;7;2;1;44;1;1;1;1;0;1;1;0;1;0;1;0;0;0;1;1;1
7_2_1;P20;7;2;1;45;1;1;1;1;0;1;1;0;1;0;0;1;0;0;1;1;1
7_2_1;P21;7;2;1;46;0;1;1;1;0;1;1;0;1;0;0;1;0;0;1;1;1
7_2_1;P22;7;2;1;46;0;1;1;1;0;1;1;1;0;0;1;0;1;1;1;1;1
7_2_1;P23;7;2;1;47;0;1;1;1;0;1;1;1;0;1;0;1;0;0;1;1;1
7_2_1;P24;7;2;1;48;0;1;1;1;0;1;1;1;0;0;1;0;0;0;1;1;1
7_2_1;P25;7;2;1;49;0;1;1;1;0;1;1;1;0;1;0;1;0;0;1;1;1
7_2_1;P26;7;2;1;50;0;1;1;0;1;0;1;1;0;0;0;1;0;0;1;1;1
7_2_1;P27;7;2;1;50;0;1;1;0;1;0;1;1;0;0;1;0;1;1;1;1;1
7_2_1;P28;7;2;1;51;0;1;1;1;0;1;1;1;0;0;0;1;0;0;1;1;1
7_2_1;P29;7;2;1;52;1;1;1;0;1;0;1;0;1;1;0;1;0;0;1;1;1
7_2_1;P30;7;2;1;53;0;1;1;0;1;0;1;1;0;0;1;0;0;0;1;1;1
7_2_1;P31;7;2;1;53;1;1;1;0;1;0;1;1;0;0;0;1;0;0;1;1;1
7_2_1;P32;7;2;1;54;0;1;1;1;0;1;1;0;1;0;0;1;0;0;1;1;1
7_2_1;P33;7;2;1;55;1;1;1;1;0;1;1;0;1;1;0;1;0;0;1;1;1
7_2_1;P34;7;2;1;56;0;1;1;0;1;0;1;1;0;0;1;0;0;0;1;1;1
7_2_1;P35;7;2;1;56;1;1;1;1;0;1;1;0;1;0;0;1;0;0;1;1;1
7_2_1;P36;7;2;1;57;0;1;1;0;1;0;1;0;1;0;0;1;1;1;1;1;1
7_2_1;P37;7;2;1;58;0;1;1;0;1;0;1;0;1;1;0;1;0;0;1;1;1
7_2_1;P38;7;2;1;59;0;1;1;0;1;0;1;1;0;1;0;1;0;0;1;1;1
7_2_1;P39;7;2;1;60;0;1;1;1;0;1;1;1;0;0;0;1;0;0;1;1;1
